filename,total_detected,num_items_detected,num_text_blocks,avg_confidence,has_tax,has_discount,has_cash,has_change
receipt_00007.png,36300.0,1,13,0.9808278404749357,True,False,True,True
receipt_00008.png,36000.0,0,14,0.8593168285276208,False,False,False,True
receipt_00009.png,40000.0,2,14,0.9133874263082232,False,False,True,False
receipt_00010.png,5000.0,3,12,0.893415148059527,False,False,True,False
receipt_00011.png,260107.0,5,18,0.8269716633690728,False,False,False,False
receipt_00012.png,,3,24,0.7967733529706796,False,False,False,False
receipt_00013.png,,5,20,0.8382664002478123,True,False,False,False
receipt_00014.png,25000.0,1,17,0.8442956647452187,False,False,False,True
receipt_00015.png,304326.0,5,20,0.8735442087054253,True,False,False,False
receipt_00016.png,30000.0,1,8,0.9326414465904236,False,False,False,False
receipt_00017.png,24500.0,3,18,0.8847677956024805,False,False,True,True
receipt_00018.png,72500.0,5,12,0.8893679330746332,True,False,False,True
receipt_00019.png,1343000.0,11,42,0.7689438437422117,True,False,False,False
receipt_00020.png,26950.0,0,29,0.9074898875992874,False,True,False,False
receipt_00021.png,6000.0,2,21,0.8389202044123695,False,False,False,True
receipt_00022.png,,0,17,0.6787134435246972,False,True,True,True
receipt_00023.png,21000.0,0,15,0.8915588617324829,False,False,True,False
receipt_00024.png,48000.0,0,18,0.8610117865933312,False,True,False,False
receipt_00025.png,,1,10,0.7649077743291854,False,False,True,False
receipt_00026.png,34000.0,0,14,0.9846004801137107,True,False,False,False
receipt_00027.png,70000.0,0,10,0.8926619440317154,False,False,True,False
receipt_00028.png,10000.0,2,18,0.7662992510530684,False,False,False,False
receipt_00029.png,,3,16,0.8903403989970684,False,False,True,True
receipt_00030.png,,1,25,0.5942149332165718,True,False,True,True
receipt_00031.png,31500.0,3,15,0.9518867174784342,False,False,True,True
receipt_00032.png,36000.0,1,8,0.9245039448142052,False,False,False,False
receipt_00033.png,10200.0,1,30,0.9337240080038707,False,True,True,True
receipt_00034.png,70000.0,2,10,0.9024032771587371,False,False,True,False
receipt_00035.png,11000.0,1,9,0.9242328670289781,False,False,True,True
receipt_00036.png,599955.0,6,28,0.8390024272458894,True,True,False,False
receipt_00037.png,12273.0,1,13,0.870892624442394,True,False,True,False
receipt_00038.png,24000.0,1,12,0.8266555567582449,False,False,True,True
receipt_00039.png,70000.0,1,7,0.772741036755698,False,False,True,False
receipt_00040.png,125324.0,3,14,0.8675969668797084,False,False,False,False
receipt_00041.png,40909.0,1,14,0.8760907820292881,True,False,True,False
receipt_00042.png,28000.0,2,13,0.8931233630730555,False,False,False,False
receipt_00043.png,60999.0,3,18,0.7477379159794914,True,False,False,False
receipt_00044.png,256363.0,8,18,0.8535009059641097,True,False,False,False
receipt_00045.png,52000.0,0,11,0.9253061738881198,False,False,False,True
receipt_00046.png,48000.0,3,15,0.9216255148251852,True,False,True,False
receipt_00047.png,30000.0,0,8,0.8625677190721035,False,False,True,True
receipt_00048.png,26550.0,0,28,0.9677668235131672,True,False,False,False
receipt_00049.png,,2,9,0.8062568737400903,False,False,True,True
receipt_00050.png,17000.0,3,14,0.9304563041244235,True,False,True,False
receipt_00051.png,30000.0,0,20,0.9349475853145123,True,False,False,True
receipt_00052.png,30000.0,3,11,0.9699682918461886,False,False,True,False
receipt_00053.png,,2,25,0.7541783434152604,False,False,False,False
receipt_00054.png,26364.0,3,17,0.8690344901645884,False,False,True,True
receipt_00055.png,17999.0,2,14,0.7936741156237466,False,False,False,False
receipt_00056.png,49636.0,2,27,0.7770682551242687,False,False,False,False
receipt_00057.png,39000.0,3,16,0.9539777971804142,False,False,True,False
receipt_00058.png,15000.0,1,25,0.8180418479442596,False,False,False,True
receipt_00059.png,22727.0,3,17,0.7474573666558546,True,False,False,False
receipt_00060.png,161000.0,0,21,0.796842335945084,False,False,False,False
receipt_00061.png,17000.0,3,12,0.9381746699412664,False,False,False,False
receipt_00062.png,,1,45,0.6980964163939158,False,True,False,False
receipt_00063.png,23600.0,3,29,0.9084994556574986,False,True,True,True
receipt_00064.png,,0,14,0.7841059634728091,False,True,False,False
receipt_00065.png,650100.0,18,49,0.8951701594858753,False,True,True,False
receipt_00066.png,52636.0,1,20,0.8340572644025087,False,False,True,False
receipt_00067.png,65000.0,1,10,0.8237640142440796,False,False,True,False
receipt_00068.png,,2,27,0.8764488354877189,False,True,False,True
receipt_00069.png,23000.0,2,10,0.9367333948612213,False,False,True,False
receipt_00070.png,178200.0,4,16,0.9561827257275581,True,False,False,False
receipt_00071.png,,0,29,0.5785475100936561,False,False,False,False
receipt_00072.png,2000.0,1,16,0.7779321596026421,False,False,False,True
receipt_00073.png,,0,12,0.8244921813408533,False,False,False,False
receipt_00074.png,26000.0,1,8,0.961210697889328,False,False,True,True
receipt_00075.png,337230.0,4,39,0.8487949719031652,False,False,True,False
receipt_00076.png,33000.0,0,13,0.9486275269435003,True,False,True,True
receipt_00077.png,10736.0,5,25,0.8958503079414367,True,False,False,False
receipt_00078.png,56000.0,3,12,0.9157059118151665,False,False,False,False
receipt_00079.png,25000.0,3,19,0.7084576142461676,False,False,False,False
receipt_00080.png,,1,12,0.734143603593111,False,True,False,False
receipt_00081.png,36000.0,1,8,0.8883365020155907,False,False,True,False
receipt_00082.png,23000.0,1,10,0.541573703289032,False,False,False,False
receipt_00083.png,101000.0,3,13,0.9254787633052239,False,False,False,False
receipt_00084.png,31000.0,2,20,0.7635555967688561,False,False,True,True
receipt_00085.png,57200.0,1,12,0.878444125254949,False,False,False,False
receipt_00086.png,22660.0,4,12,0.9536009579896927,False,False,False,False
receipt_00087.png,24000.0,1,9,0.8484665619002448,False,False,True,True
receipt_00088.png,45490.0,0,22,0.8988333263180472,True,True,False,True
receipt_00089.png,,3,11,0.9000067223202098,False,False,False,False
receipt_00090.png,28000.0,4,14,0.8685548560959953,False,False,False,False
receipt_00091.png,24000.0,2,11,0.9364713159474459,False,False,True,True
receipt_00092.png,,2,10,0.7302637159824371,False,False,True,False
receipt_00093.png,85000.0,1,12,0.9618313709894816,False,False,True,True
receipt_00094.png,12000.0,1,17,0.7660475425860461,False,False,False,False
receipt_00095.png,12000.0,3,13,0.9058754856769855,False,False,False,False
receipt_00096.png,22000.0,2,13,0.9271750106261327,False,False,True,False
receipt_00097.png,12000.0,3,13,0.9246494082304147,False,False,False,False
receipt_00098.png,25900.0,3,19,0.9006769829674771,False,False,True,False
receipt_00099.png,45000.0,1,21,0.9515459707805088,True,True,True,True
receipt_00100.png,32000.0,1,8,0.9592825397849083,False,False,True,True
receipt_00101.png,14300.0,1,13,0.9899731095020587,True,False,True,True
receipt_00102.png,20001.0,1,14,0.7009202263184956,False,False,False,False
receipt_00103.png,40000.0,11,51,0.809419691270473,True,False,False,False
receipt_00104.png,61500.0,5,19,0.9641035356019673,False,False,True,True
receipt_00105.png,32000.0,0,12,0.8720733722050985,True,False,True,True
receipt_00106.png,48001.0,3,18,0.7650618213746283,True,False,True,True
receipt_00107.png,22000.0,2,16,0.8597922772169113,False,False,True,True
receipt_00108.png,30000.0,0,15,0.9087515751520793,False,False,False,False
receipt_00109.png,15000.0,1,25,0.8180418479442596,False,False,False,True
receipt_00110.png,29999.0,1,16,0.8141404781490564,False,False,True,False
receipt_00111.png,72600.0,4,14,0.9434657224587032,True,False,False,False
receipt_00112.png,20000.0,2,17,0.8232433379572981,False,False,True,False
receipt_00113.png,22000.0,1,4,0.8746145367622375,False,False,True,False
receipt_00114.png,70000.0,2,23,0.8976101369961448,False,False,False,False
receipt_00115.png,20000.0,4,18,0.8629011031654146,False,True,True,True
receipt_00116.png,,2,21,0.4626783952116966,False,False,False,False
receipt_00117.png,60000.0,1,19,0.920772732872712,False,False,True,False
receipt_00118.png,28000.0,1,18,0.8640715347396003,False,True,True,True
receipt_00119.png,17000.0,4,13,0.9283965321687552,False,False,False,False
receipt_00120.png,34000.0,2,10,0.9630691230297088,False,False,True,True
receipt_00121.png,78000.0,0,15,0.9066811641057332,False,False,False,True
receipt_00122.png,24800.0,2,30,0.7690923822422823,False,True,True,True
receipt_00123.png,6062.0,4,12,0.8233138471841812,True,False,True,False
receipt_00124.png,937000.0,13,47,0.8657051996981844,True,False,False,False
receipt_00125.png,18000.0,0,13,0.9437455397385818,False,False,True,False
receipt_00126.png,53200.0,1,9,0.9595174590746561,False,False,False,False
receipt_00127.png,,0,11,0.8415342542258176,False,False,True,True
receipt_00128.png,33000.0,2,14,0.8874809177858489,False,False,False,False
receipt_00129.png,,1,13,0.9300600932194636,False,False,False,False
receipt_00130.png,13000.0,1,9,0.8342692951361338,False,False,False,False
receipt_00131.png,28000.0,0,17,0.8545773730558508,False,False,False,True
receipt_00132.png,,0,20,0.9425068795681,True,True,True,False
receipt_00133.png,43000.0,3,13,0.8974398810129899,False,False,True,True
receipt_00134.png,54000.0,3,17,0.8227323162205079,False,False,False,False
receipt_00135.png,1572.0,3,23,0.7505788032127463,False,True,False,False
receipt_00136.png,66000.0,1,13,0.9741959801087012,True,False,True,True
receipt_00137.png,,0,19,0.9466656070006522,True,False,False,True
receipt_00138.png,,2,26,0.7297183183523325,False,True,False,False
receipt_00139.png,22500.0,2,12,0.9022634327411652,False,False,True,True
receipt_00140.png,11000.0,1,15,0.7690479149421056,False,False,False,True
receipt_00141.png,,0,11,0.896476913582195,False,False,False,False
receipt_00142.png,55500.0,3,18,0.8803662723965116,False,False,False,False
receipt_00143.png,41800.0,2,13,0.9498904989315913,True,False,True,True
receipt_00144.png,22727.0,4,15,0.9042650014162064,False,False,True,False
receipt_00145.png,28000.0,3,13,0.9234992930522332,False,False,False,False
receipt_00146.png,564425.0,7,29,0.9290996615228981,True,True,False,False
receipt_00147.png,17000.0,2,38,0.4968047538085988,False,True,False,False
receipt_00148.png,70000.0,2,10,0.9024032771587371,False,False,True,False
receipt_00149.png,,11,48,0.794256824379166,False,True,False,False
receipt_00150.png,22000.0,3,14,0.9303131742136819,True,False,True,False
receipt_00151.png,,0,14,0.7712737577302116,False,True,False,True
receipt_00152.png,,0,10,0.738009798526764,False,False,False,False
receipt_00153.png,57000.0,0,9,0.9362402757008871,False,False,False,False
receipt_00154.png,20000.0,1,8,0.9573599025607109,False,False,True,False
receipt_00155.png,41000.0,1,12,0.8575131272276243,False,False,False,False
receipt_00156.png,27300.0,1,22,0.8831302631985057,False,True,True,True
receipt_00157.png,94000.0,0,13,0.9664790676190302,False,True,True,True
receipt_00158.png,,4,17,0.8619303790961995,False,False,False,False
receipt_00159.png,50000.0,0,10,0.9082737416028976,False,False,True,False
receipt_00160.png,38000.0,4,24,0.7541262172162533,True,False,False,False
receipt_00161.png,,3,17,0.887071711175582,True,False,False,False
receipt_00162.png,,1,30,0.9634447216987609,True,False,False,False
receipt_00163.png,13200.0,1,12,0.9828098863363266,True,False,False,False
receipt_00164.png,,1,12,0.7163447663187981,False,True,False,False
receipt_00165.png,21000.0,1,13,0.905162513256073,False,False,True,True
receipt_00166.png,20000.0,0,10,0.861952394247055,False,False,True,True
receipt_00167.png,12600.0,4,19,0.6886546392189828,False,False,True,True
receipt_00168.png,12750.0,1,17,0.8919568237136392,False,True,True,False
receipt_00169.png,23000.0,0,19,0.8676104255412754,False,False,False,False
receipt_00170.png,34000.0,3,16,0.9053283948451281,False,False,False,False
receipt_00171.png,100000.0,3,24,0.8856390180687109,False,False,False,False
receipt_00172.png,,1,15,0.6006098965803782,False,False,True,False
receipt_00173.png,,0,11,0.846281422810121,False,False,False,False
receipt_00174.png,20000.0,2,10,0.9914097428321839,False,False,True,True
receipt_00175.png,32000.0,3,14,0.9366113202912467,False,True,True,False
receipt_00176.png,38000.0,0,16,0.9456814825534821,False,False,True,True
receipt_00177.png,12500.0,2,20,0.9226115345954895,True,False,True,True
receipt_00178.png,,1,11,0.8183365030722185,False,True,False,False
receipt_00179.png,109400.0,2,16,0.7305826433002949,False,False,False,False
receipt_00180.png,147600.0,7,29,0.9157964864681507,False,False,False,False
receipt_00181.png,152746.0,3,16,0.8991261944174767,True,False,False,False
receipt_00182.png,25000.0,3,20,0.7675281316041946,False,True,False,False
receipt_00183.png,15000.0,0,16,0.8188175205141306,False,False,True,True
receipt_00184.png,42000.0,2,14,0.8759651141507285,False,False,True,True
receipt_00185.png,58000.0,4,23,0.8787827128949373,False,False,False,False
receipt_00186.png,13500.0,1,8,0.9399956613779068,False,False,True,False
receipt_00187.png,15500.0,0,16,0.7264594119042158,True,False,False,False
receipt_00188.png,21818.0,1,16,0.7763926312327385,True,False,True,True
receipt_00189.png,24000.0,1,8,0.9643436223268509,False,False,False,True
receipt_00190.png,351000.0,2,24,0.8621196299791336,True,True,False,True
receipt_00191.png,33500.0,2,33,0.914567889589252,False,False,False,False
receipt_00192.png,56000.0,3,12,0.9068947434425354,True,False,True,False
receipt_00193.png,,0,22,0.9414725791324269,False,False,False,False
receipt_00194.png,,1,17,0.7895626785124049,False,False,False,False
receipt_00195.png,31500.0,5,18,0.9285248335864809,False,False,True,True
receipt_00196.png,51000.0,3,15,0.943774938583374,False,False,False,False
receipt_00197.png,74000.0,2,23,0.9279774310796157,False,False,True,False
receipt_00198.png,20000.0,4,19,0.6375661370785612,False,False,False,True
receipt_00199.png,314100.0,3,20,0.8167924512177706,False,False,False,False
receipt_00200.png,54600.0,2,19,0.8684026018569344,True,False,False,False
receipt_00201.png,23000.0,3,15,0.8967820520202319,False,False,False,False
receipt_00202.png,46364.0,2,15,0.7517399688561758,True,False,False,True
receipt_00203.png,237997.0,10,65,0.9617134694869701,True,False,True,True
receipt_00204.png,17000.0,2,13,0.8810991874107947,False,False,True,False
receipt_00205.png,50000.0,0,11,0.9682141217318448,False,False,True,False
receipt_00206.png,,1,25,0.7557815325260162,False,False,False,False
receipt_00207.png,40455.0,3,18,0.8531454271740384,False,True,False,False
receipt_00208.png,60000.0,2,15,0.8174173841873805,True,False,False,False
receipt_00209.png,96000.0,4,16,0.8539737863466144,False,False,True,True
receipt_00210.png,,1,20,0.7335681680589914,False,False,False,False
receipt_00211.png,70000.0,3,14,0.9135745167732239,False,False,False,False
receipt_00212.png,,0,12,0.8755360196034113,False,False,False,False
receipt_00213.png,42000.0,1,16,0.8588104210793972,False,False,True,False
receipt_00214.png,42000.0,1,15,0.8325755914052327,False,True,True,True
receipt_00215.png,74000.0,3,22,0.9137702577493407,False,False,False,False
receipt_00216.png,23000.0,1,11,0.84176044030623,False,False,False,False
receipt_00217.png,28000.0,0,17,0.6524639269884895,False,True,False,False
receipt_00218.png,1541.0,5,18,0.8439520498116811,True,False,False,False
receipt_00219.png,,2,52,0.6019001008512882,False,False,False,False
receipt_00220.png,40909.0,4,14,0.7882073266165597,False,False,False,False
receipt_00221.png,,4,10,0.9463562488555908,False,False,False,False
receipt_00222.png,20000.0,2,12,0.8567550405859947,False,False,True,False
receipt_00223.png,29500.0,1,15,0.9312715729077657,True,False,True,False
receipt_00224.png,43181.0,2,19,0.8289641808522376,True,False,True,False
receipt_00225.png,17000.0,3,13,0.9191153507966262,False,False,False,False
receipt_00226.png,90200.0,4,21,0.9562327208973113,True,False,True,True
receipt_00227.png,,1,14,0.8411011695861816,False,False,False,True
receipt_00228.png,17000.0,3,13,0.8927964522288396,False,False,False,False
receipt_00229.png,33000.0,3,11,0.9280501441522078,True,False,True,False
receipt_00230.png,541620.0,7,33,0.9241439311793356,False,True,False,False
receipt_00231.png,55500.0,2,50,0.8734910812973976,False,False,True,True
receipt_00232.png,55292.0,9,22,0.9186928190968253,True,False,False,False
receipt_00233.png,,2,17,0.9218554619480582,True,False,False,False
receipt_00234.png,50000.0,0,10,0.9458985745906829,False,False,True,False
receipt_00235.png,43110.0,6,29,0.7826239600263792,False,True,False,False
receipt_00236.png,22000.0,1,13,0.9530891042489272,True,False,True,True
receipt_00237.png,22000.0,1,14,0.8502783200570515,False,False,True,False
receipt_00238.png,9000.0,1,14,0.9274896383285522,False,False,True,True
receipt_00239.png,22500.0,10,30,0.9121299276749293,False,False,True,True
receipt_00240.png,9000.0,1,9,0.6339751399225659,False,False,False,False
receipt_00241.png,49500.0,9,25,0.8814689886569976,False,False,False,False
receipt_00242.png,19000.0,4,12,0.8835013757149378,False,False,False,False
receipt_00243.png,382350.0,2,25,0.8995338165760041,True,True,False,True
receipt_00244.png,4364.0,2,18,0.9102403952015771,True,False,False,False
receipt_00245.png,242528.0,4,17,0.95851109308355,True,False,False,False
receipt_00246.png,43000.0,3,14,0.8872052750417164,False,False,True,True
receipt_00247.png,72000.0,1,10,0.877705591917038,False,False,False,False
receipt_00248.png,24000.0,1,11,0.9631007367914374,False,False,True,True
receipt_00249.png,36300.0,1,13,0.9781153202056885,True,False,True,True
receipt_00250.png,15000.0,2,9,0.9573137429025438,False,False,True,False
receipt_00251.png,19500.0,1,17,0.7032730141106773,False,False,False,False
receipt_00252.png,22000.0,1,13,0.8510466710879252,False,False,False,False
receipt_00253.png,75000.0,2,41,0.9208968725146317,True,True,False,True
receipt_00254.png,259298.0,1,34,0.8988552479182973,False,False,False,False
receipt_00255.png,104000.0,5,17,0.7951206635026371,True,False,False,False
receipt_00256.png,,3,16,0.8935701847076416,False,False,True,True
receipt_00257.png,,1,14,0.9502997866698674,False,False,False,False
receipt_00258.png,41000.0,1,15,0.7562135815620422,False,False,True,True
receipt_00259.png,15000.0,2,8,0.8736944422125816,False,False,True,False
receipt_00260.png,256500.0,7,27,0.9579920106463962,True,False,False,False
receipt_00261.png,134000.0,0,29,0.95973742624809,False,False,True,False
receipt_00262.png,67000.0,5,17,0.8976175416918362,False,False,True,False
receipt_00263.png,60999.0,3,19,0.7878503266133761,False,False,False,False
receipt_00264.png,392590.0,7,31,0.9034980141347454,False,False,False,False
receipt_00265.png,25000.0,1,15,0.8971156160036723,False,False,True,False
receipt_00266.png,1241790.0,11,55,0.8683892797340046,True,False,False,False
receipt_00267.png,9000.0,2,8,0.7874201349914074,False,False,True,True
receipt_00268.png,17000.0,4,13,0.9433936751805819,False,False,False,False
receipt_00269.png,18600.0,0,12,0.8580674156546593,False,False,True,True
receipt_00270.png,100000.0,0,8,0.8714327849447727,False,False,True,False
receipt_00271.png,36000.0,0,16,0.9659597463905811,False,False,True,True
receipt_00272.png,,1,16,0.6747832363471389,False,False,True,True
receipt_00273.png,10000.0,1,12,0.7604203845063845,False,False,True,True
receipt_00274.png,128700.0,2,21,0.7131112381106331,False,False,False,False
receipt_00275.png,215000.0,6,20,0.7670122370123863,False,False,False,False
receipt_00276.png,19000.0,1,13,0.8920378845471603,False,False,True,True
receipt_00277.png,,9,55,0.961520872332833,True,True,False,True
receipt_00278.png,45000.0,1,22,0.9520423954183405,False,False,True,True
receipt_00279.png,15000.0,0,22,0.6552204489707947,False,True,True,True
receipt_00280.png,25000.0,4,17,0.9105103699599996,False,False,True,True
receipt_00281.png,10450.0,0,11,0.9813256697221235,True,False,False,False
receipt_00282.png,76364.0,4,12,0.8129910131295522,True,False,False,False
receipt_00283.png,22000.0,1,15,0.9048870861530304,False,False,True,False
receipt_00284.png,137478.0,7,20,0.8639865785837173,True,False,False,False
receipt_00285.png,25000.0,1,15,0.8971156160036723,False,False,True,False
receipt_00286.png,,3,11,0.5238747948949988,False,False,False,False
receipt_00287.png,28000.0,0,11,0.8308645581657236,False,False,True,False
receipt_00288.png,90000.0,2,10,0.8537897974252701,False,False,False,False
receipt_00289.png,,6,23,0.9272796796715778,True,False,True,True
receipt_00290.png,868401.0,2,12,0.7441500996549925,False,False,False,False
receipt_00291.png,17000.0,3,14,0.8931249720709664,False,False,False,False
receipt_00292.png,40000.0,1,13,0.8713779541162344,False,False,True,False
receipt_00293.png,466620.0,3,38,0.8365666768268535,False,False,False,False
receipt_00294.png,78000.0,4,20,0.97276611328125,False,False,False,False
receipt_00295.png,20000.0,6,16,0.9282654076814651,True,False,True,False
receipt_00296.png,56000.0,3,16,0.8910785643383861,False,False,False,False
receipt_00297.png,300300.0,9,46,0.9201693223870319,True,True,False,False
receipt_00298.png,63000.0,5,23,0.9313407358915909,True,False,False,False
receipt_00299.png,51000.0,3,16,0.9279829263687134,True,False,False,False
receipt_00300.png,,1,17,0.7804524495321161,False,False,False,False
receipt_00301.png,,0,17,0.8346863792223089,False,True,False,True
receipt_00302.png,353320.0,1,19,0.8211839951966938,False,False,False,False
receipt_00303.png,76000.0,13,59,0.8883335810091536,True,False,False,False
receipt_00304.png,35000.0,3,28,0.9239768449749265,False,False,False,False
receipt_00305.png,42000.0,3,20,0.8238048814237118,False,False,False,False
receipt_00306.png,30000.0,1,13,0.8533104428878198,True,False,False,False
